Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Mercedes-Benz New,Bangalore,2012,49000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,167.62 bhp,Others,5,4,,19.25
Maruti Wagon,Hyderabad,2013,67263,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,,3.6
Toyota Etios,Delhi,2011,36000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,White,5,4,,3.2
Toyota Corolla,Coimbatore,2015,53920,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,Others,5,4,23.37 Lakh,10.77
Ford Ecosport,Hyderabad,2014,62700,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,,6.8
BMW 3,Hyderabad,2013,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,White,5,4,,22
Toyota Innova,Hyderabad,2009,147000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Others,7,4,,7.5
Mercedes-Benz E-Class,Mumbai,2014,52000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,White,5,4,,24.5
Hyundai Grand,Kochi,2017,17489,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,Others,5,4,,5.99
Maruti Dzire,Pune,2018,27000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,White,5,4,7.91 Lakh,5.9
Audi A4,Jaipur,2012,60000,Diesel,Automatic,Second,15.2 kmpl,1968 CC,140.8 bhp,Others,5,4,,16
Hyundai Elite,Kochi,2018,18553,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,Others,5,4,,7.93
Toyota Fortuner,Kochi,2015,51535,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,Others,7,5,,19.03
Volkswagen Vento,Pune,2013,41000,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,White,5,4,,5.25
Honda Jazz,Chennai,2017,8000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,Black/Silver,5,4,9.1 Lakh,7.9
BMW 3,Mumbai,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,Black/Silver,5,4,60.88 Lakh,29.95
Toyota Innova,Hyderabad,2011,144471,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Others,8,5,,7.8
Tata Nano,Pune,2011,50000,Petrol,Manual,Second,23.9 kmpl,624 CC,37.48 bhp,Others,4,4,,0.75
Mercedes-Benz E-Class,Kochi,2017,36884,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,Black/Silver,5,4,,32.25
Volkswagen Vento,Mumbai,2011,58000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,White,5,4,,3
Toyota Innova,Hyderabad,2006,142000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,Black/Silver,7,4,,6.25
Maruti Alto,Kochi,2018,46805,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,Black/Silver,5,4,4.09 Lakh,3.63
Honda Amaze,Delhi,2014,66000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,White,5,4,,3.5
Honda City,Mumbai,2007,70000,Petrol,Manual,First,16.9 kmpl,1497 CC,100 bhp,White,5,4,,1.55
Mahindra Scorpio,Bangalore,2008,176000,Diesel,Manual,Second,10.5 kmpl,2179 CC,120 bhp,Others,8,5,,4.3
Hyundai Verna,Jaipur,2012,65900,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5,4,,5.75
Datsun GO,Pune,2016,35000,Petrol,Manual,First,20.62 kmpl,1198 CC,67 bhp,White,7,5,,3.1
Chevrolet Spark,Chennai,2008,62000,Petrol,Manual,Third,18.0 kmpl,995 CC,62 bhp,White,5,4,,1.1
BMW 3,Hyderabad,2007,74199,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,Black/Silver,5,4,,9.25
Mercedes-Benz New,Coimbatore,2017,25559,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,White,5,4,,37.93
Maruti Alto,Hyderabad,2014,58500,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,White,5,4,,2.75
Jaguar XF,Chennai,2014,43000,Diesel,Automatic,Second,16.36 kmpl,2179 CC,187.7 bhp,Black/Silver,5,4,,26.5
Hyundai Xcent,Kochi,2016,45560,Petrol,Automatic,First,16.9 kmpl,1197 CC,82 bhp,White,5,4,,6.34
Mercedes-Benz E-Class,Ahmedabad,2011,78000,Diesel,Manual,Second,15.0 kmpl,2148 CC,null bhp,White,5,4,,14.5
Toyota Corolla,Mumbai,2008,78000,Petrol,Automatic,Second,14.53 kmpl,1794 CC,138.1 bhp,White,5,4,,3.41
Hyundai Elite,Chennai,2016,11000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,Others,5,4,,7.95
Toyota Innova,Delhi,2012,68000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,White,7,4,,6.95
Honda City,Ahmedabad,2016,67000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Others,5,4,,7.25
Volkswagen Polo,Delhi,2013,77445,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,White,5,4,,3.75
Mercedes-Benz GLA,Kolkata,2014,52000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Others,5,4,,19.5
Volkswagen Jetta,Hyderabad,2010,42021,Diesel,Manual,First,0.0 kmpl,1968 CC,null bhp,Others,5,4,,5.45
Hyundai Grand,Kochi,2017,51223,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,7.48 Lakh,5.66
Mahindra Scorpio,Kolkata,2015,52373,Diesel,Manual,Second,15.4 kmpl,2179 CC,120 bhp,Black/Silver,7,5,,8.5
Mahindra XUV500,Delhi,2015,36096,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,8.85
Audi A4,Delhi,2013,36000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,Others,5,4,,14
Toyota Innova,Pune,2015,77000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,Black/Silver,8,5,,12.5
Ford Fiesta,Hyderabad,2012,107000,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,Others,5,4,,3
Chevrolet Aveo,Jaipur,2007,140000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,White,5,4,,0.9
Jeep Compass,Pune,2018,16039,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,White,5,4,23.89 Lakh,18.5
Maruti Swift,Hyderabad,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,Others,5,4,,6.8
Maruti SX4,Mumbai,2012,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,Black/Silver,5,4,,3.81
Hyundai i20,Delhi,2014,42365,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,White,5,4,,5.5
Tata Indica,Hyderabad,2016,80103,Diesel,Manual,First,25.0 kmpl,1396 CC,69 bhp,Black/Silver,5,4,,1.8
Toyota Etios,Coimbatore,2013,62601,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,Others,5,4,,4.67
Toyota Fortuner,Coimbatore,2017,47198,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,Others,7,5,,28.42
Honda Brio,Hyderabad,2013,47000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,White,5,4,,5.4
Maruti Celerio,Jaipur,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,Others,5,4,,4.25
Honda Brio,Chennai,2013,42320,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Others,5,4,,2.9
Maruti Zen,Kolkata,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,Black/Silver,5,4,,0.65
Hyundai i10,Pune,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5,4,,2.8
Mahindra XUV500,Hyderabad,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7,5,,10.6
Jaguar XE,Delhi,2018,1000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,White,5,4,52.77 Lakh,40
Audi A4,Hyderabad,2015,45000,Diesel,Automatic,First,18.25 kmpl,1968 CC,187.74 bhp,White,5,4,55.61 Lakh,25
Maruti Swift,Kolkata,2015,45000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Others,5,4,,3.55
Maruti Baleno,Kochi,2018,23714,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,,6.57
Hyundai Elite,Kochi,2016,56911,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,Black/Silver,5,4,,6.54
Honda City,Jaipur,2005,123000,Petrol,Manual,Third,13.0 kmpl,1493 CC,100 bhp,White,5,4,,1.1
Toyota Innova,Pune,2007,170428,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,White,8,5,,5.7
Tata New,Pune,2008,86000,Diesel,Manual,Third,13.93 kmpl,,,,7,5,,0.6
Renault KWID,Pune,2017,4700,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,White,5,4,,3
Hyundai i20,Kochi,2014,44612,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,,4.07
Toyota Innova,Kochi,2019,10601,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,White,7,4,20.74 Lakh,19.65
Honda City,Pune,2012,89000,Petrol,Manual,Second,16.8 kmpl,1497 CC,116.3 bhp,White,5,4,,3.5
Maruti Swift,Mumbai,2015,60000,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,White,5,4,,4.8
Maruti Ritz,Hyderabad,2010,75014,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,White,5,4,,3.85
Hyundai i10,Kochi,2011,65423,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,3.16
Hyundai Santro,Bangalore,2008,35268,Petrol,Manual,Second,0.0 kmpl,1086 CC,62 bhp,Black/Silver,5,4,,1.88
Honda Amaze,Coimbatore,2014,44753,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,White,5,4,,4.94
Mitsubishi Outlander,Bangalore,2010,39525,Petrol,Automatic,First,11.3 kmpl,2360 CC,170 bhp,Others,5,4,,9.25
Mahindra Scorpio,Kochi,2014,45239,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,White,8,5,,7.09
Hyundai Verna,Kochi,2016,42024,Diesel,Automatic,First,19.08 kmpl,1582 CC,126.2 bhp,White,5,4,,9.73
Mercedes-Benz E-Class,Coimbatore,2016,38730,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,White,5,4,,29.98
BMW 5,Coimbatore,2012,40471,Diesel,Automatic,Second,16.2 kmpl,2993 CC,235 bhp,Others,5,4,,25.72
Maruti Vitara,Mumbai,2016,20000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,White,5,4,11.98 Lakh,9
Mahindra XUV500,Kochi,2017,41290,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,White,7,5,,10.94
Maruti Swift,Chennai,2008,86700,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,Others,5,4,,2.4
Chevrolet Optra,Mumbai,2012,56000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,White,5,4,,2.15
Mahindra XUV500,Kolkata,2016,54000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,13
Mahindra XUV500,Kochi,2015,59182,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,White,7,5,,9.46
Toyota Innova,Delhi,2015,57854,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,Black/Silver,7,4,,12.5
Mercedes-Benz New,Mumbai,2013,80578,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,White,5,4,,14.5
Chevrolet Optra,Jaipur,2007,118000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,Others,5,4,,1.35
Maruti Eeco,Coimbatore,2017,22874,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,White,5,4,,4.44
Renault KWID,Pune,2018,1000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5,4,4.45 Lakh,3.4
Mahindra XUV500,Mumbai,2015,83000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7,5,,9
Maruti Wagon,Kolkata,2016,29930,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,White,5,4,,3.35
Maruti Baleno,Mumbai,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,White,5,4,,5.49
Honda City,Hyderabad,2007,91000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,Black/Silver,5,4,,3
Hyundai i20,Pune,2010,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,Others,5,4,,2.75
Toyota Fortuner,Chennai,2010,135000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,,11
Volkswagen Polo,Chennai,2012,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,White,5,4,,4
Hyundai Grand,Kochi,2015,58397,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Black/Silver,5,4,,4.9
Maruti Wagon,Mumbai,2010,37822,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,White,5,4,5.04 Lakh,2.35
Hyundai Elantra,Delhi,2016,28000,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,White,5,4,21.77 Lakh,13.9
Hyundai Verna,Coimbatore,2014,83558,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5,4,,6.98
Hyundai i20,Ahmedabad,2018,30000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Black/Silver,5,4,,7.75
Hyundai Verna,Delhi,2014,62000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5,4,,5.7
Mercedes-Benz E-Class,Delhi,2013,70000,Diesel,Automatic,First,10.0 kmpl,2148 CC,170 bhp,Black/Silver,5,4,,15.8
Hyundai Verna,Delhi,2013,57478,Petrol,Manual,Second,17.0 kmpl,1591 CC,121.3 bhp,Black/Silver,5,4,13.59 Lakh,5.25
Mahindra Scorpio,Kolkata,2013,75000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,Others,8,5,,6.29
Maruti Ritz,Mumbai,2012,29000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,Black/Silver,5,4,,3.25
Honda City,Ahmedabad,2014,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5,4,,5.7
Ford Figo,Jaipur,2012,140000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,White,5,4,,2.51
Maruti Alto,Jaipur,2005,49000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,White,5,4,,0.9
Toyota Fortuner,Pune,2014,102000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,,16.5
BMW 3,Mumbai,2012,37000,Diesel,Automatic,Third,22.69 kmpl,1995 CC,190 bhp,Black/Silver,5,4,,15
Honda City,Mumbai,2018,5000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,White,5,4,,10.11
Maruti A-Star,Jaipur,2009,65000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,White,5,4,,2.05
Audi Q5,Ahmedabad,2009,99100,Petrol,Automatic,Second,9.74 kmpl,1984 CC,208 bhp,Others,5,4,,10
Maruti Zen,Chennai,2002,99024,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,Black/Silver,5,4,,0.95
BMW X3,Coimbatore,2014,41089,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,White,5,4,,28.79
Mercedes-Benz GLE,Coimbatore,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,White,5,4,95.13 Lakh,61.29
Ford Endeavour,Coimbatore,2017,61108,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,Others,7,5,,28.88
Maruti Swift,Kochi,2016,65210,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,White,5,4,,5.48
Nissan Micra,Pune,2018,24000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,Others,5,4,6.99 Lakh,4
Hyundai i20,Hyderabad,2015,72495,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,Others,5,4,,7
Tata Indica,Hyderabad,2012,110000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,White,5,4,,2.8
Hyundai Grand,Kochi,2018,50234,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5,4,6.32 Lakh,4.77
Hyundai Verna,Mumbai,2012,75059,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,Others,5,4,13.7 Lakh,4.25
Honda BRV,Kochi,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,White,7,5,14.65 Lakh,9.48
Toyota Etios,Kolkata,2011,42118,Petrol,Manual,First,18.3 kmpl,1197 CC,null bhp,Black/Silver,5,4,,2.19
Hyundai i20,Bangalore,2012,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,Black/Silver,5,4,,4.5
Honda CR-V,Coimbatore,2015,63856,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,Others,5,4,,13.96
Honda Amaze,Pune,2016,62000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,White,5,4,,6.1
Skoda Superb,Mumbai,2015,56073,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,Others,5,4,,13.25
Toyota Etios,Delhi,2013,70000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,Black/Silver,5,4,,3.88
Toyota Corolla,Kolkata,2009,60000,Petrol,Manual,First,14.53 kmpl,1798 CC,138 bhp,Others,5,4,,2.25
Audi A4,Chennai,2014,70000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,Black/Silver,5,4,,18
Toyota Fortuner,Hyderabad,2011,157000,Diesel,Manual,First,12.55 kmpl,2982 CC,168.5 bhp,White,7,5,,11.99
Tata Indica,Hyderabad,2013,62188,Diesel,Manual,First,17.2 kmpl,1396 CC,53.5 bhp,Black/Silver,5,4,,2.95
Skoda Octavia,Jaipur,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,Black/Silver,5,4,28.37 Lakh,2.05
Honda City,Delhi,2014,66500,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,White,5,4,,5.7
Honda Brio,Chennai,2015,16000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5,4,,4.35
Mercedes-Benz New,Bangalore,2016,51944,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,White,5,4,,32.5
Hyundai EON,Hyderabad,2014,20600,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,Black/Silver,5,4,,2.6
Mini Cooper,Kochi,2015,27641,Diesel,Automatic,Second,20.7 kmpl,1496 CC,113.98 bhp,Black/Silver,4,4,34.89 Lakh,24.77
Mercedes-Benz New,Delhi,2015,15000,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,Others,5,4,,28.5
Volkswagen Polo,Chennai,2014,35059,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,White,4,4,,5.75
Renault Duster,Pune,2014,142000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,White,5,4,,6
Maruti Dzire,Coimbatore,2019,8018,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,Others,5,4,10.26 Lakh,8.3
Hyundai Elantra,Bangalore,2012,36000,Diesel,Manual,Second,22.7 kmpl,1582 CC,126.24 bhp,Black/Silver,5,4,,7.5
Renault Duster,Chennai,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,Black/Silver,5,4,,7.1
Maruti Swift,Hyderabad,2014,108000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,White,5,4,,5.5
Honda Brio,Mumbai,2012,70000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,Black/Silver,5,4,,2.5
Renault Duster,Bangalore,2014,74500,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,Others,5,4,,7.95
Maruti Swift,Pune,2009,90000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,White,5,4,,3
Maruti Swift,Bangalore,2014,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Black/Silver,5,4,,5.75
Honda Jazz,Coimbatore,2018,12794,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,Others,5,4,,9.15
Toyota Innova,Kolkata,2017,31000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,White,7,4,21.36 Lakh,16.95
Toyota Fortuner,Pune,2009,138205,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,Black/Silver,7,5,,10.5
Ford Ecosport,Jaipur,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Black/Silver,5,4,,5.75
Volkswagen Vento,Kochi,2017,33550,Diesel,Automatic,First,21.5 kmpl,1498 CC,108.5 bhp,Others,5,4,15.86 Lakh,9.6
Maruti Alto,Coimbatore,2011,46808,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,White,5,4,4.7 Lakh,3.19
BMW 5,Hyderabad,2013,56000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,White,5,4,,33.5
Skoda Laura,Delhi,2011,87670,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,Others,5,4,,4
Hyundai Verna,Hyderabad,2010,120000,Diesel,Manual,Second,16.2 kmpl,1493 CC,110 bhp,White,5,4,,3.5
Hyundai i20,Mumbai,2011,52359,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,White,5,4,,3.25
Maruti Alto,Kochi,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,Others,5,4,,2.47
Hyundai Grand,Kochi,2014,51134,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,White,5,4,,4.72
Maruti Ciaz,Ahmedabad,2015,59000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Black/Silver,5,4,,6
Chevrolet Cruze,Mumbai,2011,65000,Diesel,Manual,First,17.9 kmpl,1998 CC,163.7 bhp,Black/Silver,5,4,,4.55
Maruti Wagon,Chennai,2008,55000,Petrol,Manual,Second,18.9 kmpl,1061 CC,67 bhp,Others,5,4,,1.75
Hyundai EON,Pune,2013,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,White,5,4,,2.1
Audi Q7,Mumbai,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,Black/Silver,7,5,,12.95
Hyundai Santro,Mumbai,2008,65000,Petrol,Manual,Second,0.0 kmpl,1086 CC,62 bhp,Others,5,4,,1.39
Maruti Baleno,Pune,2016,14930,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,Black/Silver,5,4,,5.85
Honda City,Kolkata,2013,39000,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,White,5,4,,4.55
Skoda Octavia,Hyderabad,2015,122086,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,White,5,4,,12.99
Mahindra XUV500,Kolkata,2017,14600,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Others,7,5,,14.5
Honda Civic,Delhi,2012,88578,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,White,5,4,,3.95
Hyundai Creta,Mumbai,2017,27000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,Others,5,4,,12.9
Volkswagen Vento,Kochi,2014,52400,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,Others,5,4,,5.36
Hyundai i20,Mumbai,2016,6000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5,4,,5.95
Hyundai Grand,Coimbatore,2016,44178,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,White,5,4,,5.88
Renault Duster,Pune,2014,30000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,White,5,4,,8
Maruti Ciaz,Delhi,2017,26322,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Others,5,4,,8.9
Hyundai Santro,Hyderabad,2005,87591,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,White,5,4,,1.3
Hyundai Creta,Hyderabad,2016,41713,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,White,5,4,,12.5
Maruti Alto,Hyderabad,2015,96000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,White,5,4,,2.5
Mahindra XUV500,Coimbatore,2018,24500,Diesel,Automatic,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7,5,,16.52
Maruti Alto,Jaipur,2013,86000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,Black/Silver,5,4,,2.41
Renault KWID,Kochi,2017,53105,Petrol,Automatic,First,22.5 kmpl,999 CC,67 bhp,Others,5,4,4.93 Lakh,4.41
Maruti Swift,Bangalore,2014,25789,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,Others,5,4,,6.85
Mahindra XUV500,Kolkata,2014,62000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,Others,7,5,,7.25
Hyundai i10,Mumbai,2010,62000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5,4,,2.1
Maruti S,Delhi,2015,16607,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,Black/Silver,5,4,,7.65
Hyundai i20,Pune,2012,64000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,Others,5,4,,4.25
Hyundai Verna,Kochi,2012,58646,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Black/Silver,5,4,,4.74
Maruti Ritz,Jaipur,2011,91000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,Others,5,4,,3
Mercedes-Benz New,Coimbatore,2017,32324,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,White,5,4,,30.5
Hyundai Santro,Mumbai,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,White,5,4,,0.95
Mercedes-Benz M-Class,Bangalore,2015,20000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,Black/Silver,5,4,,47.35
Honda City,Ahmedabad,2012,34000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,White,5,4,12.68 Lakh,5.75
Hyundai i20,Kochi,2013,67914,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,Black/Silver,5,4,,3.45
Maruti 800,Hyderabad,2011,83969,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,Others,4,4,,1.3
Maruti Celerio,Kolkata,2015,33517,Diesel,Manual,First,27.62 kmpl,793 CC,47 bhp,Others,5,4,,3.1
